id,need_id,revision,description,procurement_method,contract_type,instrument,solicitation_fy,solicitation_quarter,award_fy,award_quarter,pop_months,naics,psc,place,evidence_id
req:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-740-0049,need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-740-0049,lrae_navwar_2023-06,"Systems engineering, procurement, test, shipment, installation, and testing of all systems and equipment necessary to connect and integrate Basa AFB WOC into the C4ISTAR network.",Small Business Set-Aside,Cost-Reimbursement,Delivery Order/Task Order,FY23,Q3,FY23,Q4,60,541330 - Engineering Services,N059 - INSTALLATION OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,"San Diego, CA",ev:lrae_navwar_2023-06:row635
req:lrae_navwar_2023-06:N00039-25-RFPREQ-PMW-740-0005,need:lrae_navwar_2023-06:N00039-25-RFPREQ-PMW-740-0005,lrae_navwar_2023-06,Acquistion of training services for Security Cooperation support to Taiwan,,TBD,TBD,,,FY25,Q2,TBD,TBD - TBD,U - EDUCATION AND TRAINING,"San Diego, CA",ev:lrae_navwar_2023-06:row636
req:lrae_navwar_2023-06:N00039-25-RFPREQ-PMW-740-0006,need:lrae_navwar_2023-06:N00039-25-RFPREQ-PMW-740-0006,lrae_navwar_2023-06,Engineering services for PMW 740 Foreign Military Sales (FMS) support for Taiwan,,TBD,TBD,,,FY24,Q4,TBD,TBD - TBD,D - IT AND TELECOM - INFORMATION TECHNOLOGY AND TELECOMMUNICATIONS,"San Diego, CA",ev:lrae_navwar_2023-06:row637
req:lrae_navwar_2023-06:N00039-25-RFPREQ-PMW-740-0004,need:lrae_navwar_2023-06:N00039-25-RFPREQ-PMW-740-0004,lrae_navwar_2023-06,PMW 740 Foreign Military Sales (FMS) support for installation of C4 capabilities in Taiwan,,TBD,TBD,,,FY24,Q4,TBD,TBD - TBD,N0 - INSTALLATION OF EQUIPMENT,"San Diego, CA",ev:lrae_navwar_2023-06:row638
req:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-740-0046,need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-740-0046,lrae_navwar_2023-06,"Perform receipt, temporary storage, and transfer services for U.S. DoD-provided single or two-person special access control devices, COMSEC/SIM equipment, documents, keying, and other materials; train FMS host nation personnel in the proper custodianship, safeguarding, and operation of DoD-provided special devices, COMSEC/SIM equipment, and materials, including keying materials; and conduct periodic inventories and inspections of DoD-provided special devices, COMSEC/SIM equipment, documents, and materials, including keying materials.",Small Business Set-Aside,Fixed-Price,Single-Award Indefinite-Delivery,FY23,Q4,FY24,Q2,60,541330 - Engineering Services,R426 - SUPPORT- PROFESSIONAL: COMMUNICATIONS,"San Diego, CA",ev:lrae_navwar_2023-06:row639
req:lrae_navwar_2023-06:N00039-26-RFPREQ-PMW-740-0003,need:lrae_navwar_2023-06:N00039-26-RFPREQ-PMW-740-0003,lrae_navwar_2023-06,Life Cycle Support (LCS) Services and Material for Taiwan Foreign Military Sales (FMS) Case.,,TBD,TBD,,,FY25,Q4,TBD,TBD - TBD,TBD - TBD,"San Diego, CA",ev:lrae_navwar_2023-06:row640
req:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW-740-0008,need:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW-740-0008,lrae_navwar_2023-06,Award new task order for COMSEC Management Services in Singapore.  Task order includes base year plus four (4) Option Years.,,TBD,Delivery Order/Task Order,,,FY24,Q3,60,541330 - Engineering Services,R426 - SUPPORT- PROFESSIONAL: COMMUNICATIONS,"San Diego, CA",ev:lrae_navwar_2023-06:row641
req:lrae_navwar_2023-06:N00039-25-RFPREQ-PMW-740-0007,need:lrae_navwar_2023-06:N00039-25-RFPREQ-PMW-740-0007,lrae_navwar_2023-06,New Task Order for COMSEC Management Services in Malaysia.  Task Order includes base year plus four (4) Option Years.,,TBD,Delivery Order/Task Order,,,FY26,Q1,60,541330 - Engineering Services,R426 - SUPPORT- PROFESSIONAL: COMMUNICATIONS,"San Diego, CA",ev:lrae_navwar_2023-06:row642
req:lrae_navwar_2023-06:N00039-27-RFPREQ-PMW-740-0001,need:lrae_navwar_2023-06:N00039-27-RFPREQ-PMW-740-0001,lrae_navwar_2023-06,Task Order to provide COMSEC Management Services in India.  Task Order includes base year plus four (4) Option Years.,,TBD,Delivery Order/Task Order,,,FY27,Q3,60,541330 - Engineering Services,R426 - SUPPORT- PROFESSIONAL: COMMUNICATIONS,"San Diego, CA",ev:lrae_navwar_2023-06:row643
req:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW-740-0007,need:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW-740-0007,lrae_navwar_2023-06,"Provide C4I materiel acquisition and non-materiel support services (e.g., integration, engineering, installation, and training) to assist in acquiring, fielding, and sustaining tailored, interoperable C4I capabilities that support United States (U.S.) Department of Defense (DoD) and Department of State (DoS) Security Cooperation and Security Assistance programs.",Small Business Set-Aside,Cost-Reimbursement,Single-Award Indefinite-Delivery,,,FY25,Q3,60,541330 - Engineering Services,N059 - INSTALLATION OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,"San Diego, CA",ev:lrae_navwar_2023-06:row644
req:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-740-0011,need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-740-0011,lrae_navwar_2023-06,"Bahrain CENTCOM Partner Network Second Field Service Representative (FMS Case BA-P-GBM, Amendment 2)",,Fixed-Price,"""C"" Type Contract",FY23,Q2,FY23,Q4,24,541330 - Engineering Services,R425 - SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"San Diego, CA",ev:lrae_navwar_2023-06:row645
req:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW-160-0001,need:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW-160-0001,lrae_navwar_2023-06,Development of training virtual environment for CANES baseline and variants,TBD,Cost-Reimbursement,Single-Award Indefinite-Delivery,FY23,Q3,FY24,Q2,,541330 - Engineering Services,D - IT AND TELECOM - INFORMATION TECHNOLOGY AND TELECOMMUNICATIONS,"San Diego, CA",ev:lrae_navwar_2023-06:row646
req:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-160-0087,need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-160-0087,lrae_navwar_2023-06,"CANES MAC- N0003923R9101
9 Systems - 3 DO Awards",,Fixed-Price,Delivery Order/Task Order,FY23,Q2,FY23,Q3,,334290 - Other Communications Equipment Manufacturing,7G21 - IT AND TELECOM - NETWORK: DIGITAL NETWORK PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),"San Diego, CA",ev:lrae_navwar_2023-06:row647
req:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-160-0088,need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-160-0088,lrae_navwar_2023-06,CANES MAC- N0003923R9103 Components,,Fixed-Price,Delivery Order/Task Order,FY23,Q3,FY23,Q4,,334290 - Other Communications Equipment Manufacturing,7G21 - IT AND TELECOM - NETWORK: DIGITAL NETWORK PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),"San Diego, CA",ev:lrae_navwar_2023-06:row648
req:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-160-0097,need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-160-0097,lrae_navwar_2023-06,CANES MAC- N0003923R9102 CTUs,,Fixed-Price,Delivery Order/Task Order,FY23,Q3,FY23,Q3,,334290 - Other Communications Equipment Manufacturing,7G21 - IT AND TELECOM - NETWORK: DIGITAL NETWORK PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),"San Diego, CA",ev:lrae_navwar_2023-06:row649
req:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-160-0106,need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-160-0106,lrae_navwar_2023-06,"CANES MAC- N0003923R9104
4 Systems - 2 DO Awards",,Fixed-Price,Delivery Order/Task Order,FY23,Q3,FY23,Q4,,334290 - Other Communications Equipment Manufacturing,7G21 - IT AND TELECOM - NETWORK: DIGITAL NETWORK PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),"San Diego, CA",ev:lrae_navwar_2023-06:row650
req:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-160-0107,need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-160-0107,lrae_navwar_2023-06,"CANES MAC- N0003923R9105
3 Systems - 1 DO Awards",,Fixed-Price,Delivery Order/Task Order,FY23,Q4,FY24,Q1,,334290 - Other Communications Equipment Manufacturing,7G21 - IT AND TELECOM - NETWORK: DIGITAL NETWORK PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),"San Diego, CA",ev:lrae_navwar_2023-06:row651
req:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW-160-0003,need:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW-160-0003,lrae_navwar_2023-06,"CANES MAC- N0003923R9105
9 Systems - 5 DO Awards",,Fixed-Price,Delivery Order/Task Order,FY24,Q1,FY24,Q1,,334290 - Other Communications Equipment Manufacturing,7G21 - IT AND TELECOM - NETWORK: DIGITAL NETWORK PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),"San Diego, CA",ev:lrae_navwar_2023-06:row652
req:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-160-0086,need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-160-0086,lrae_navwar_2023-06,Exercise Option Year 2 Issue TDL 2 under N0003921C1001,Small Business Set-Aside,Cost-Reimbursement,"""C"" Type Contract",FY23,Q2,FY23,Q3,,"541715 - Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",AC34 - NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; R&D ADMINISTRATIVE EXPENSES,"San Diego, CA",ev:lrae_navwar_2023-06:row653
req:lrae_navwar_2023-06:N00039-22-RFPREQ-PMW-750-0004,need:lrae_navwar_2023-06:N00039-22-RFPREQ-PMW-750-0004,lrae_navwar_2023-06,"Provide Radio Communications Suite (RCS), Ships Signal Exploitation Space (SSES), Distributed Systems (DS), and Topside (TS) Integration, Installation, and Testing support onboard USS BOUGAINVILLE (LHA 8), for Program Executive Office (PEO) C4I.",,Cost-Reimbursement,Delivery Order/Task Order,FY23,Q2,FY23,Q4,,541330 - Engineering Services,"L058 - TECHNICAL REPRESENTATIVE- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT","San Diego, CA",ev:lrae_navwar_2023-06:row656
req:lrae_navwar_2023-06:N00039-22-RFPREQ-PMW-130-0009,need:lrae_navwar_2023-06:N00039-22-RFPREQ-PMW-130-0009,lrae_navwar_2023-06,Issue DO N0003922F4027 for UAM Licenses,,TBD,Delivery Order/Task Order,,,,,,,TBD - TBD,"San Diego, CA",ev:lrae_navwar_2023-06:row657
