id,need_id,revision,description,procurement_method,contract_type,instrument,solicitation_fy,solicitation_quarter,award_fy,award_quarter,pop_months,naics,psc,place,evidence_id
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0128,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0128,lrae_navwar_2025-06,"Modification to Contract #N0003921A1001 to add spares CLIN for IAM and PIU. Also adding BPA PoP, repairs, Engineering Services.",Sole Source,Fixed-Price,Blanket Purchase Agreement Call,FY25,Q3,FY25,Q4,TBD,334290 - Other Communications Equipment Manufacturing,5810 - COMMUNICATIONS SECURITY EQUIPMENT AND COMPONENTS,"San Diego, CA",ev:lrae_navwar_2025-06:row402
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0129,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0129,lrae_navwar_2025-06,"Modification to Contract #N0003921A1001 to add spares CLIN for IAM and PIU. Also adding BPA PoP, repairs, Engineering Services.",Sole Source,Fixed-Price,Blanket Purchase Agreement Call,FY25,Q3,FY25,Q4,TBD,334290 - Other Communications Equipment Manufacturing,5810 - COMMUNICATIONS SECURITY EQUIPMENT AND COMPONENTS,"San Diego, CA",ev:lrae_navwar_2025-06:row403
req:lrae_navwar_2025-06:N00039-25-RFPREQ-C4IEXEC-0014,need:lrae_navwar_2025-06:N00039-25-RFPREQ-C4IEXEC-0014,lrae_navwar_2025-06,"The Program Executive Office for Command, Control, Communications, Computers, and Intelligence (PEO C4I) is responsible for the acquisition, integration, delivery, support of C4I programs, network infrastructure and basic network information distribution services of force-wide tactical information and combat systems. In support of its mission, PEO C4I requires services in support of its modernization, installation, and integration processes, hereinafter identified as Platform Integration and Modernization Support Services (PIMSS) 2.0.",TBD,Cost-Reimbursement,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY26,Q1,FY26,Q3,TBD,541330 - Engineering Services,R408 - SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,"San Diego, CA",ev:lrae_navwar_2025-06:row404
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0103,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0103,lrae_navwar_2025-06,N0003924FXXXX_FR_MIS_V2,Sole Source,Cost-Reimbursement,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY25,Q3,FY26,Q1,TBD,TBD - TBD,TBD - TBD,"San Diego, CA",ev:lrae_navwar_2025-06:row405
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-130-0026,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-130-0026,lrae_navwar_2025-06,Modification to Contract #N0003923D9000 to establish a new ordering period which will extend the PoP of the contract by five (5) additional years within current ceiling of contract,Women-Owned Small Business Set-Aside,Fixed-Price,Single-Award Indefinite-Delivery,FY25,Q4,FY26,Q2,TBD,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,6150 - MISCELLANEOUS ELECTRIC POWER AND DISTRIBUTION EQUIPMENT,"San Diego, CA",ev:lrae_navwar_2025-06:row407
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-160-0103,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-160-0103,lrae_navwar_2025-06,CANES MAC RFP 9114B QTY 3 CTU 3 Kits,Full and Open Competition,Fixed-Price,Delivery Order/Task Order (not under Federal Supply Schedule Contract),TBD,TBD,FY25,Q3,TBD,334290 - Other Communications Equipment Manufacturing,7G21 - IT AND TELECOM - NETWORK: DIGITAL NETWORK PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),"San Diego, CA",ev:lrae_navwar_2025-06:row408
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0334,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0334,lrae_navwar_2025-06,N/A,Sole Source,Cost-Reimbursement,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY25,Q2,FY25,Q3,TBD,TBD - TBD,TBD - TBD,"San Diego, CA",ev:lrae_navwar_2025-06:row409
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-740-0040,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-740-0040,lrae_navwar_2025-06,Armed Forces of the Philippines (AFP) Mobile Command Center Project,Full and Open Competition,TBD,Single-Award Indefinite-Delivery,TBD,TBD,FY26,Q3,TBD,TBD - TBD,TBD - TBD,"San Diego, CA",ev:lrae_navwar_2025-06:row411
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-750-0037,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-750-0037,lrae_navwar_2025-06,,Sole Source,Cost-Reimbursement,Single-Award Indefinite-Delivery,FY25,Q3,FY25,Q3,18,541330 - Engineering Services,"L058 - TECHNICAL REPRESENTATIVE- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT","San Diego, CA",ev:lrae_navwar_2025-06:row413
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0342,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0342,lrae_navwar_2025-06,N/A,Sole Source,Fixed-Price,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY25,Q3,FY25,Q4,TBD,TBD - TBD,TBD - TBD,"San Diego, CA",ev:lrae_navwar_2025-06:row415
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-750-0034,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-750-0034,lrae_navwar_2025-06,TO Value Increase,Sole Source,Cost-Reimbursement,Single-Award Indefinite-Delivery,TBD,TBD,FY25,Q3,TBD,541330 - Engineering Services,L020 - TECHNICAL REPRESENTATIVE- SHIP AND MARINE EQUIPMENT,"San Diego, CA",ev:lrae_navwar_2025-06:row417
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0343,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0343,lrae_navwar_2025-06,This PID is for the evaluation (and eventual repair) of an AS-4833 Antenna and Dual Amplifier Module and to return these items to the fleet in order to maintain operational readiness.,Sole Source,Fixed-Price,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY25,Q3,FY25,Q3,TBD,TBD - TBD,TBD - TBD,"San Diego, CA",ev:lrae_navwar_2025-06:row418
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-160-0110,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-160-0110,lrae_navwar_2025-06,RFP9115,Full and Open Competition,Fixed-Price,Delivery Order/Task Order (not under Federal Supply Schedule Contract),TBD,TBD,FY25,Q4,TBD,334290 - Other Communications Equipment Manufacturing,7G21 - IT AND TELECOM - NETWORK: DIGITAL NETWORK PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),"San Diego, CA",ev:lrae_navwar_2025-06:row421
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0346,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0346,lrae_navwar_2025-06,Modification to Contract N00039-24-D-2000 to definitize pricing for ancillaries for Option Years 3 - 5.,Sole Source,Cost-Reimbursement,Single-Award Indefinite-Delivery,FY25,Q3,FY25,Q4,TBD,334290 - Other Communications Equipment Manufacturing,"5820 - RADIO AND TELEVISION COMMUNICATION EQUIPMENT, EXCEPT AIRBORNE","San Diego, CA",ev:lrae_navwar_2025-06:row422
req:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW-790-0022,need:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW-790-0022,lrae_navwar_2025-06,"To acquire support services Program Management, Acquisition Management, Contract Management, Cybersecurity Engineering, Technical, System Engineering, and administrative support services for the acquisition, life-cycle management, production, engineering, delivery and integration of multiple shore and expeditionary C4I systems.",TBD,Cost-Reimbursement,Single-Award Indefinite-Delivery,FY26,Q4,FY27,Q1,TBD,541330 - Engineering Services,R425 - SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"San Diego, CA",ev:lrae_navwar_2025-06:row423
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0120,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0120,lrae_navwar_2025-06,Contract MOD to Realign ceiling and Update OY2 FFP pricing.,Sole Source,Fixed-Price,Single-Award Indefinite-Delivery,FY25,Q3,FY25,Q3,TBD,611430 - Professional and Management Development Training,U008 - EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT,"San Diego, CA",ev:lrae_navwar_2025-06:row424
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0119,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0119,lrae_navwar_2025-06,Link22 Training Services TO4B,Sole Source,Fixed-Price,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY25,Q3,FY25,Q3,12,611430 - Professional and Management Development Training,U008 - EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT,"San Diego, CA",ev:lrae_navwar_2025-06:row425
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0133,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0133,lrae_navwar_2025-06,Addition of TTNT scope to MOS Mod Production BPA.,Sole Source,Fixed-Price,Blanket Purchase Agreement Call,FY25,Q4,FY26,Q1,TBD,334290 - Other Communications Equipment Manufacturing,5810 - COMMUNICATIONS SECURITY EQUIPMENT AND COMPONENTS,"San Diego, CA",ev:lrae_navwar_2025-06:row427
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0134,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0134,lrae_navwar_2025-06,Addition of TTNT scope to MOS Mod Production BPA.,Sole Source,Fixed-Price,Blanket Purchase Agreement Call,FY25,Q4,FY26,Q1,TBD,334290 - Other Communications Equipment Manufacturing,5810 - COMMUNICATIONS SECURITY EQUIPMENT AND COMPONENTS,"San Diego, CA",ev:lrae_navwar_2025-06:row428
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0129,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0129,lrae_navwar_2025-06,n/a,Sole Source,Fixed-Price,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY25,Q3,FY25,Q4,TBD,TBD - TBD,TBD - TBD,"San Diego, CA",ev:lrae_navwar_2025-06:row429
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0130,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0130,lrae_navwar_2025-06,N/A,Sole Source,Fixed-Price,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY25,Q3,FY25,Q4,TBD,TBD - TBD,TBD - TBD,"San Diego, CA",ev:lrae_navwar_2025-06:row430
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0133,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0133,lrae_navwar_2025-06,N/A,Sole Source,Fixed-Price,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY25,Q3,FY25,Q3,19,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,"7G22 - IT AND TELECOM - NETWORK: SATELLITE AND RF COMMUNICATIONS PRODUCTS (HW, PERPETUAL LICENSE SOFTWARE)","San Diego, CA",ev:lrae_navwar_2025-06:row431
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0130,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0130,lrae_navwar_2025-06,On-Ramp for MOS Mod Production.,Full and Open Competition,Fixed-Price,Blanket Purchase Agreement,TBD,TBD,FY26,Q2,TBD,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,5811 - OTHER CRYPTOLOGIC EQUIPMENT AND COMPONENTS,"San Diego, CA",ev:lrae_navwar_2025-06:row432
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0132,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0132,lrae_navwar_2025-06,Blanket purchase agreement (BPA) order of C2P Tech Refresh (TR) units.,Full and Open Competition,Fixed-Price,Blanket Purchase Agreement Call,TBD,TBD,FY26,Q2,TBD,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,5811 - OTHER CRYPTOLOGIC EQUIPMENT AND COMPONENTS,"San Diego, CA",ev:lrae_navwar_2025-06:row433
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-160-0111,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-160-0111,lrae_navwar_2025-06,RFP 9116 Procurement of 4 FFG INCOs,Full and Open Competition,Fixed-Price,Delivery Order/Task Order (not under Federal Supply Schedule Contract),TBD,TBD,FY25,Q4,TBD,334290 - Other Communications Equipment Manufacturing,7G21 - IT AND TELECOM - NETWORK: DIGITAL NETWORK PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),"San Diego, CA",ev:lrae_navwar_2025-06:row434
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0357,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0357,lrae_navwar_2025-06,Fund costs overruns associated with ESRP system overhaul for CVN 78.,Sole Source,Cost-Reimbursement,Single-Award Indefinite-Delivery,TBD,TBD,FY25,Q4,TBD,541330 - Engineering Services,R425 - SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"San Diego, CA",ev:lrae_navwar_2025-06:row435
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0358,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0358,lrae_navwar_2025-06,Fund cost overruns associated with TO 23F2008 (Sustainment Initiatives),Sole Source,Cost-Reimbursement,Single-Award Indefinite-Delivery,TBD,TBD,FY25,Q4,TBD,541330 - Engineering Services,R425 - SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"San Diego, CA",ev:lrae_navwar_2025-06:row436
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0138,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0138,lrae_navwar_2025-06,Blanket Purchase Agreement (BPA) Call order for C2P Tech Refresh (TR) units,Full and Open Competition,Fixed-Price,Blanket Purchase Agreement Call,TBD,TBD,FY26,Q4,TBD,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,5811 - OTHER CRYPTOLOGIC EQUIPMENT AND COMPONENTS,"San Diego, CA",ev:lrae_navwar_2025-06:row437
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0155,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0155,lrae_navwar_2025-06,GASE for FMS,Sole Source,TBD,Delivery Order/Task Order (not under Federal Supply Schedule Contract),TBD,TBD,FY25,Q4,TBD,TBD - TBD,"5821 - RADIO AND TELEVISION COMMUNICATION EQUIPMENT, AIRBORNE","San Diego, CA",ev:lrae_navwar_2025-06:row438
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0154,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0154,lrae_navwar_2025-06,Lot 14T Taiwan,Sole Source,Fixed-Price,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY25,Q3,FY26,Q1,TBD,334290 - Other Communications Equipment Manufacturing,"5821 - RADIO AND TELEVISION COMMUNICATION EQUIPMENT, AIRBORNE","San Diego, CA",ev:lrae_navwar_2025-06:row441
req:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW/A-170-0005,need:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW/A-170-0005,lrae_navwar_2025-06,Follow on production OT upon completion of the SMRC OTA.,Sole Source,Fixed-Price,Other Transaction Authority,TBD,TBD,FY27,Q2,TBD,TBD - TBD,TBD - TBD,"San Diego, CA",ev:lrae_navwar_2025-06:row442
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0372,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0372,lrae_navwar_2025-06,WAMS - special software test event for specific environments.,Sole Source,Cost-Reimbursement,Delivery Order/Task Order (not under Federal Supply Schedule Contract),TBD,TBD,FY25,Q4,TBD,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,7G20 - IT AND TELECOM - NETWORK: ANALOG VOICE PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),"San Diego, CA",ev:lrae_navwar_2025-06:row443
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0374,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0374,lrae_navwar_2025-06,De-obligate unfunded ceiling for base contract.,Sole Source,TBD,TBD,TBD,TBD,FY25,Q4,TBD,TBD - TBD,L049 - TECHNICAL REPRESENTATIVE- MAINTENANCE AND REPAIR SHOP EQUIPMENT,"San Diego, CA",ev:lrae_navwar_2025-06:row444
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0158,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0158,lrae_navwar_2025-06,N/A,Sole Source,Fixed-Price,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY25,Q3,FY25,Q4,TBD,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,"5821 - RADIO AND TELEVISION COMMUNICATION EQUIPMENT, AIRBORNE","San Diego, CA",ev:lrae_navwar_2025-06:row445
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0375,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0375,lrae_navwar_2025-06,De-obligate unfunded ceiling for base contract.,Sole Source,Cost-Reimbursement,Single-Award Indefinite-Delivery,TBD,TBD,FY25,Q4,TBD,541330 - Engineering Services,R425 - SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"San Diego, CA",ev:lrae_navwar_2025-06:row446
